originalTitle,rating,startYear,runtimeMinutes,numVotes,totalImages,totalVideos,totalCredits,titleType,canHaveEpisodes,isRatable,isAdult,numRegions,ratingCount,countryOfOrigin,genres,ratingMean,ReviewsTotal,nominations
Episode #2.4,"(7, 8]",1990,40,126,1,0,33,tvEpisode,False,True,False,7,126,['GB'],Comedy,7.5,1,0
Neues Leben,"(7, 8]",2016,40,8,12,0,76,tvEpisode,False,True,False,1,8,['DE'],Crime,7.5,0,0
Todos son mis hijos,"(6, 7]",1951,107,22,1,0,59,movie,False,True,False,2,22,['MX'],Drama,6.5,0,0
The Marion Kind: Part 1,"(8, 9]",1991,30,57,0,0,43,tvEpisode,False,True,False,1,57,['US'],"Comedy,Sport",8.5,0,0
Love Story,"(6, 7]",1954,30,19,0,0,50,tvSeries,True,True,False,1,19,['US'],"Drama,Romance",6.5,0,0
Fonzie Moves Out,"(6, 7]",1984,30,86,1,0,42,tvEpisode,False,True,False,1,86,['US'],"Comedy,Family,Music",6.5,0,0
The Reformed Wolf,"(6, 7]",1954,7,25,1,0,20,short,False,True,False,1,25,['US'],"Animation,Short",6.5,1,0
Pleasure Pill,"(8, 9]",2002,3,26,2,0,19,short,False,True,False,1,26,['GB'],"Comedy,Short",8.5,0,0
Alarm am See,"(5, 6]",1973,55,29,1,0,38,tvMovie,False,True,False,1,29,['DDDE'],Crime,5.5,0,0
Victim,"(5, 6]",2021,120,11,6,0,20,movie,False,True,False,4,11,['IN'],Drama,5.5,1,0
Agoria stin porneia,"(5, 6]",1985,86,67,3,0,70,movie,False,True,False,3,67,['GR'],Drama,5.5,1,0
1595: Kindness and Unkindness,"(7, 8]",1988,28,12,1,0,56,tvEpisode,False,True,False,1,12,['US'],"Family,Fantasy,Music",7.5,0,0
Zeruda no densetsu: Toraifôsu sanjuushi,"(6, 7]",2015,28,151,5,0,166,videoGame,False,True,False,6,151,['JP'],"Action,Adventure,Family",6.5,1,0
Ration Fer the Duration,"(6, 7]",1943,8,143,25,0,15,short,False,True,False,3,143,['US'],"Animation,Comedy,Family",6.5,8,0
Episode #1.8963,"(7, 8]",2023,23,11,159,0,65,tvEpisode,False,True,False,7,11,['AU'],"Drama,Romance",7.5,0,0
"Greystoke: The Legend of Tarzan, Lord of the Apes","(6, 7]",1984,143,21530,62,1,220,movie,False,True,False,37,21534,"['GB', 'US']","Adventure,Drama",6.5,146,21
Gib acht auf Susi!,"(6, 7]",1968,79,15,2,0,34,tvMovie,False,True,False,2,15,['DDDE'],Family,6.5,0,0
My Brother's Keeper,"(7, 8]",1963,60,131,6,0,44,tvEpisode,False,True,False,1,131,['US'],Western,7.5,3,0
Five Came Back,"(7, 8]",1939,75,2388,13,1,43,movie,False,True,False,17,2388,['US'],"Adventure,Drama,Romance",7.5,71,0
Ben,"(6, 7]",2021,25,11,24,0,13,short,False,True,False,1,11,['GB'],"Drama,Short",6.5,1,0
Diamond Hard,"(7, 8]",1957,30,30,0,0,25,tvEpisode,False,True,False,1,30,['US'],"Crime,Drama,Thriller",7.5,2,0
Makin' It,"(6, 7]",1979,30,110,1,0,75,tvSeries,True,True,False,4,110,['US'],"Comedy,Music",6.5,1,0
Polskie zoo,"(8, 9]",1991,53,6,6,0,7,tvSeries,True,True,False,1,6,['PL'],Comedy,8.5,0,0
Masheenee Alcketiara,"(8, 9]",2013,13,36,46,0,52,short,False,True,False,1,36,['KW'],"Music,Short",8.5,0,13
The Hero's Journey,"(6, 7]",2020,29,5,7,0,51,tvEpisode,False,True,False,1,5,['GB'],"Comedy,Documentary,History",6.5,0,0
Pilot,"(6, 7]",1996,40,67,1,0,78,tvEpisode,False,True,False,1,67,['US'],"Action,Crime,Drama",6.5,1,0
Trial by Copulation,"(6, 7]",1999,133,12,0,0,62,video,False,True,True,3,12,['US'],"Adult,Drama,Fantasy",6.5,1,2
Take-Over,"(7, 8]",1969,52,199,16,0,54,tvEpisode,False,True,False,1,199,['GB'],"Action,Comedy,Crime",7.5,9,0
Confessions of a Vice Baron,"(4, 5]",1943,92,88,3,0,35,movie,False,True,False,1,88,['US'],"Action,Adventure,Crime",4.5,8,0
A'hr,"(7, 8]",2020,105,16,4,1,15,movie,False,True,False,1,16,['IN'],"Adventure,Drama,Thriller",7.5,0,7
The Cat,"(6, 7]",1959,25,23,0,0,34,tvEpisode,False,True,False,1,23,['US'],Western,6.5,2,0
Tony Randall/Buddy Rich/Kelly Monteith/Thomas Thompson,"(9, 10]",1979,40,11,0,0,46,tvEpisode,False,True,False,1,11,['US'],"Comedy,Talk-Show",9.5,0,0
Perfect World,"(6, 7]",1990,76,57,1,0,50,movie,False,True,False,2,57,['DK'],Drama,6.5,1,1
"Cardcaptor Sakura: Clear Card-hen Prologue, Sakura to Futatsu no Kuma","(7, 8]",2017,27,326,6,0,25,short,False,True,False,2,326,['JP'],"Adventure,Animation,Comedy",7.5,2,0
Idolit,"(7, 8]",2010,54,13,0,0,53,tvEpisode,False,True,False,1,13,['FI'],Documentary,7.5,0,0
Revenge,"(5, 6]",1955,30,6,0,0,19,tvEpisode,False,True,False,1,6,['US'],Adventure,5.5,0,0
Anatomy of a Snake Bite,"(6, 7]",2004,81,8,0,0,22,tvMovie,False,True,False,1,8,['US'],Documentary,6.5,0,0
Episode #1.2,"(7, 8]",1989,22,6,0,0,62,tvEpisode,False,True,False,7,6,['MX'],"Drama,Family",7.5,0,0
Charro a la fuerza,"(6, 7]",1948,100,18,3,0,34,movie,False,True,False,1,18,['MX'],"Comedy,Drama,Romance",6.5,0,0
Ae-jeong-gyeol-pil-i doo nam-ja-e-ge mi-chi-neun yeng-hyang,"(6, 7]",2006,110,86,1,0,20,movie,False,True,False,4,86,['KR'],Comedy,6.5,3,0
Ghoul of My Dreams,"(7, 8]",1991,40,19,0,0,119,tvEpisode,False,True,False,1,19,"['CN', 'TW']","Adventure,Animation,Comedy",7.5,1,0
Sandflow,"(6, 7]",1937,92,48,17,0,36,movie,False,True,False,5,47,['US'],Western,6.5,1,0
Sex: The Annabel Chong Story,"(5, 6]",1999,86,1527,4,0,125,movie,False,True,True,6,1527,['US'],Documentary,5.5,76,1
The Life and Times of Barney Miller,"(7, 8]",1974,30,149,1,0,44,tvEpisode,False,True,False,1,149,['US'],"Comedy,Drama",7.5,2,0
Onzième spéciale,"(6, 7]",1988,81,12,2,0,51,tvMovie,False,True,False,1,12,['CA'],Drama,6.5,0,0
Baptized in Blood,"(6, 7]",2023,27,185,7,0,60,tvEpisode,False,True,False,1,186,"['US', 'IE']","Animation,Comedy",6.5,2,0
Spilt Blood,"(6, 7]",2008,50,14,0,0,67,tvEpisode,False,True,False,1,14,['GB'],"Crime,Drama",6.5,1,0
20 Most Shocking Unsolved Crimes,"(5, 6]",2007,81,33,0,0,101,tvMovie,False,True,False,1,33,['US'],Documentary,5.5,0,0
Hokage no ayamachi Kamen ni shita no sugao,"(8, 9]",2004,23,994,7,0,54,tvEpisode,False,True,False,1,996,"['JP', 'BR']","Action,Adventure,Animation",8.5,1,0
Golden Rays of Sunshine,"(9, 10]",1993,25,17,1,0,5,tvEpisode,False,True,False,1,17,['US'],"Documentary,Family",9.5,0,0
The Better Man Wins,"(4, 5]",1922,64,22,1,0,11,movie,False,True,False,1,22,['US'],"Action,Western",4.5,1,0
Pomorskaya byl,"(7, 8]",1987,11,70,12,0,22,short,False,True,False,5,70,['SUHH'],"Animation,Short",7.5,0,0
Dead Man's Chest,"(6, 7]",1965,60,41,1,0,39,movie,False,True,False,2,41,['GB'],Mystery,6.5,2,0
Jack Goes to Cafeteria,"(7, 8]",1961,30,41,1,0,53,tvEpisode,False,True,False,1,41,['US'],Comedy,7.5,0,0
Episode #1.6,"(7, 8]",2021,45,8,0,0,24,tvEpisode,False,True,False,7,8,['GB'],"Crime,Documentary",7.5,0,0
Best Doggone Dog in the West: The Making of Walt Disney's 'Old Yeller',"(8, 9]",1997,71,32,0,0,16,video,False,True,False,1,32,['US'],"Documentary,Short",8.5,0,0
The 45th Annual Academy of Country Music Awards,"(6, 7]",2010,82,17,1,0,210,tvSpecial,False,True,False,1,17,['US'],Music,6.5,0,0
Cai li fu,"(4, 5]",2011,93,535,2,2,203,movie,False,True,False,11,535,"['CN', 'HK']","Action,Comedy,Drama",4.5,16,0
Eine Berliner Romanze,"(6, 7]",1956,92,94,4,0,65,movie,False,True,False,5,94,['DDDE'],"Drama,Romance",6.5,3,1
Pacific Paradise,"(5, 6]",1937,10,98,1,0,8,short,False,True,False,1,98,['US'],"Music,Short",5.5,6,0
Episode #1.12,"(6, 7]",2013,63,19,1,0,21,tvEpisode,False,True,False,7,19,['KR'],"Action,Comedy,Fantasy",6.5,0,0
Thanedaar,"(5, 6]",1990,151,446,3,0,114,movie,False,True,False,3,446,['IN'],"Action,Crime,Drama",5.5,2,0
Kirkastuva sävel,"(3, 4]",1946,104,47,1,0,54,movie,False,True,False,2,47,['FI'],"Comedy,Drama,Musical",3.5,1,1
The Sandra Cummings Story,"(7, 8]",1963,75,69,3,0,46,tvEpisode,False,True,False,1,69,['US'],Western,7.5,3,0
Banarasi Babu,"(4, 5]",1997,126,299,2,1,103,movie,False,True,False,2,299,['IN'],Comedy,4.5,2,1
Risalto,"(3, 4]",2016,78,17,1,0,29,movie,False,True,False,4,17,['GR'],Drama,3.5,0,0
Star Wars: Jedi Knight - Jedi Academy,"(8, 9]",2003,28,2505,14,3,73,videoGame,False,True,False,2,2506,['US'],"Action,Adventure,Fantasy",8.5,7,0
The Prodigal,"(5, 6]",1955,112,767,37,1,150,movie,False,True,False,22,768,['US'],"Drama,Mystery",5.5,38,0
Coolio's Rules,"(5, 6]",2008,53,25,20,0,48,tvSeries,True,True,False,1,25,['US'],Reality-TV,5.5,1,0
One in a Hundred,"(7, 8]",1959,25,38,1,0,31,tvEpisode,False,True,False,1,39,['US'],Western,7.5,0,0
Invectum,"(6, 7]",2013,3,31,1,0,17,short,False,True,False,1,31,['CA'],"Fantasy,Horror,Short",6.5,4,0
Combats de femme,"(5, 6]",1997,53,23,2,0,400,tvSeries,True,True,False,1,23,['FR'],Drama,5.5,0,0
Épisode 3,"(7, 8]",2018,47,15,0,0,73,tvEpisode,False,True,False,1,15,['FR'],"Crime,Drama,Thriller",7.5,0,0
"Racha, chemi sikvaruli","(7, 8]",1977,85,266,3,0,36,movie,False,True,False,6,266,"['SUHH', 'CSHH']","Comedy,Musical,Romance",7.5,0,0
Burning House of Love,"(7, 8]",2008,53,2145,18,0,285,tvEpisode,False,True,False,1,2146,['US'],"Drama,Fantasy,Mystery",7.5,16,0
Intrigue,"(5, 6]",1947,90,242,34,0,60,movie,False,True,False,17,242,['US'],"Adventure,Crime,Drama",5.5,11,0
Randevou me ton erota,"(4, 5]",1957,73,10,11,0,17,movie,False,True,False,2,10,['GR'],"Comedy,Romance",4.5,0,0
Quest for Mother,"(7, 8]",1996,44,74,1,0,104,tvEpisode,False,True,False,1,74,['US'],"Drama,Romance",7.5,0,0
Jungle.com,"(5, 6]",2018,80,9,1,0,18,movie,False,True,False,1,9,['IN'],"Adventure,Drama",5.5,0,0
Ikari o katta houmotsu,"(5, 6]",1977,40,22,1,0,24,tvEpisode,False,True,False,1,22,['JP'],"Animation,Drama,Family",5.5,0,0
Lost Treasures of Rome,"(7, 8]",2022,45,158,9,0,156,tvSeries,True,True,False,9,158,['US'],Documentary,7.5,0,0
La fonte des neiges,"(6, 7]",2009,28,1093,16,0,45,short,False,True,False,4,1095,['FR'],"Comedy,Drama,Short",6.5,5,0
Boldly Gone,"(9, 10]",2014,13,7,3,0,23,short,False,True,False,1,7,['GB'],"Drama,Short",9.5,0,0
Monsieur Batignole: le making of,"(8, 9]",2002,26,15,0,0,17,video,False,True,False,1,15,['FR'],"Documentary,Short",8.5,0,0
Bloody Massacre,"(1, 2]",2016,82,38,1,0,18,movie,False,True,False,1,38,['RU'],"Drama,Horror,Thriller",1.5,1,0
The Blackwell Ghost 2,"(5, 6]",2018,68,981,2,1,4,movie,False,True,False,9,983,['US'],Horror,5.5,27,0
Maid in Hollywood,"(6, 7]",1934,20,91,2,0,27,short,False,True,False,1,91,['US'],"Comedy,Short",6.5,6,0
Hurt by Paradise,"(5, 6]",2019,83,100,46,0,90,movie,False,True,False,6,100,['GB'],Drama,5.5,12,4
Ultimo 5,"(5, 6]",2018,129,10,3,0,65,tvMiniSeries,True,True,False,1,10,['IT'],Action,5.5,0,0
The Amish: A People of Preservation,"(6, 7]",1975,54,56,2,0,7,tvMovie,False,True,False,1,56,['US'],Documentary,6.5,1,0
Going for the Juggler,"(8, 9]",2004,40,6,0,0,98,tvEpisode,False,True,False,1,6,['US'],"Drama,Romance",8.5,0,0
Hemosestadopeor,"(8, 9]",2016,18,11,1,0,16,short,False,True,False,1,11,['CL'],"Documentary,Short",8.5,0,1
Dogô Sôken,"(4, 5]",1986,28,29,2,0,2,videoGame,False,True,False,4,29,['JP'],"Action,Sci-Fi",4.5,2,0
BBC Pie,"(4, 5]",2019,53,11,0,0,37,tvSeries,True,True,True,1,11,['US'],Adult,4.5,0,0
Nora Fatehi & Vicky Kaushal,"(6, 7]",2019,70,26,5,0,50,tvEpisode,False,True,False,1,26,['IN'],"Comedy,Talk-Show",6.5,0,0
In This Our Life,"(7, 8]",1942,97,5347,18,1,63,movie,False,True,False,27,5355,['US'],Drama,7.5,120,3
Episode #1.3,"(8, 9]",1995,51,7,0,0,52,tvEpisode,False,True,False,7,7,['GB'],"Crime,Drama",8.5,0,0
Is There a Doctor in the House?,"(7, 8]",2009,41,24,1,0,94,tvEpisode,False,True,False,1,24,['US'],Drama,7.5,0,0
Le dernier sou,"(6, 7]",1946,90,50,1,0,40,movie,False,True,False,3,51,['FR'],Drama,6.5,4,0
Ishq,"(7, 8]",2019,134,2871,12,3,47,movie,False,True,False,5,2876,['IN'],"Drama,Romance,Thriller",7.5,47,4
"The Way to Cook: Soups, Salads & Bread","(7, 8]",1985,60,6,0,0,4,video,False,True,False,1,6,['US'],Documentary,7.5,1,0
Lockdown Kings,"(7, 8]",2020,80,23,1,0,44,movie,False,True,False,2,24,['GB'],Comedy,7.5,0,0
Pants,"(7, 8]",1917,92,23,5,0,11,movie,False,True,False,2,23,['US'],"Comedy,Drama",7.5,0,0
Guest Hostess Miley Cyrus/Sarah Jessica Parker/Idina Menzel,"(5, 6]",2016,45,13,1,0,77,tvEpisode,False,True,False,1,13,['US'],Talk-Show,5.5,0,0
Alaska and Canada,"(7, 8]",2019,59,38,2,0,25,tvEpisode,False,True,False,1,38,['GB'],Documentary,7.5,0,0
A Doce Mulher Amada,"(7, 8]",1968,90,7,8,0,48,movie,False,True,False,1,7,['BR'],Comedy,7.5,0,0
Il leone del Panshir,"(7, 8]",1997,24,8,0,0,6,video,False,True,False,1,8,['IT'],"Documentary,Short",7.5,0,0
Testigos en cadena,"(6, 7]",1985,13,11,0,0,11,short,False,True,False,1,11,['AR'],Short,6.5,0,0
"La loi, le combat d'une femme pour toutes les femmes","(6, 7]",2014,87,100,1,0,150,tvMovie,False,True,False,5,101,['FR'],"Biography,Drama,History",6.5,2,3
Happy Hour,"(8, 9]",2013,13,37,4,1,59,short,False,True,False,1,37,['US'],"Drama,Mystery,Romance",8.5,1,4
"The Flying Sorcerers, Part 4","(8, 9]",1965,40,9,0,0,27,tvEpisode,False,True,False,1,9,['US'],"Action,Adventure,Animation",8.5,0,0
Desperate,"(6, 7]",1947,73,2662,13,0,67,movie,False,True,False,13,2661,['US'],"Crime,Film-Noir,Thriller",6.5,94,1
O Amor Está no Ar,"(5, 6]",1997,85,13,1,0,39,movie,False,True,False,1,13,['BR'],Romance,5.5,0,2
Shunn u Katun,"(6, 7]",1938,10,27,1,0,14,short,False,True,False,3,27,['SUHH'],"Animation,Short",6.5,0,0
Salty,"(6, 7]",1974,30,54,2,0,108,tvSeries,True,True,False,5,54,"['US', 'CA']",Adventure,6.5,4,0
Ein Abend mit Georg Thomalla,"(6, 7]",1982,53,11,1,0,34,tvSeries,True,True,False,1,11,['XWG'],Comedy,6.5,1,0
Adam Ruins Weight Loss,"(7, 8]",2017,24,142,13,0,112,tvEpisode,False,True,False,1,142,['US'],"Animation,Comedy,Documentary",7.5,1,0
Bulle d'air,"(5, 6]",2018,40,5,0,0,41,tvEpisode,False,True,False,1,5,['FR'],"Comedy,Crime,Drama",5.5,0,0
WCW SuperBrawl III,"(6, 7]",1993,180,67,1,0,35,tvSpecial,False,True,False,1,67,['US'],"Action,Sport",6.5,1,0
Don't Fuck in the Woods 2,"(3, 4]",2022,87,553,8,1,321,movie,False,True,False,14,554,['US'],Horror,3.5,24,0
The Circle,"(6, 7]",1925,71,725,21,0,21,movie,False,True,False,8,725,['US'],"Comedy,Drama",6.5,22,0
2019 Rugby World Cup,"(7, 8]",2019,129,10,3,0,4,tvMiniSeries,True,True,False,1,10,['JP'],Sport,7.5,0,1
Cheese,"(6, 7]",1974,71,11,0,0,19,movie,False,True,True,3,11,['US'],Adult,6.5,0,0
Aphrodite/Dr. Jekyll and Miss Hyde,"(7, 8]",1980,60,71,2,0,53,tvEpisode,False,True,False,1,71,['US'],"Adventure,Family,Fantasy",7.5,2,0
Blazing Guns,"(5, 6]",1988,105,15,1,0,18,movie,False,True,False,1,15,['PH'],Action,5.5,2,0
Off Side,"(7, 8]",2017,41,442,6,4,172,tvEpisode,False,True,False,1,443,['US'],"Action,Drama,Thriller",7.5,5,0
Mun leffa,"(7, 8]",2002,101,10,0,0,13,video,False,True,True,1,10,['FI'],Adult,7.5,0,0
Dr. M schlägt zu,"(4, 5]",1972,100,367,22,0,53,movie,False,True,False,6,368,"['XWG', 'ES']","Crime,Horror,Mystery",4.5,22,0
Rahu tänav,"(7, 8]",1991,98,48,1,0,39,movie,False,True,False,4,48,"['EE', 'SUHH']",Drama,7.5,0,2
Anna Karenina,"(4, 5]",1953,165,31,1,0,40,movie,False,True,False,3,31,['SUHH'],Drama,4.5,0,0
Ne odna doma,"(4, 5]",2024,79,44,1,0,37,movie,False,True,False,2,44,['RU'],"Comedy,Family",4.5,0,0
"00Sex, es ist niemals zu spät!","(6, 7]",1998,71,21,0,0,9,video,False,True,True,2,21,['DE'],"Action,Adult",6.5,1,0
Roads of Kiarostami,"(6, 7]",2005,32,368,1,0,6,short,False,True,False,1,369,['IR'],"Documentary,Short",6.5,4,1
Futari-bun no Shoumei,"(7, 8]",2022,5,48,1,0,10,video,False,True,False,2,48,['JP'],"Drama,Short",7.5,0,0
"Bucuresti, unde esti?","(7, 8]",2014,80,134,6,1,6,movie,False,True,False,5,134,"['RO', 'DE']",Documentary,7.5,4,3
Whirlpool,"(6, 7]",1950,98,4885,57,1,82,movie,False,True,False,25,4887,['US'],"Crime,Drama,Film-Noir",6.5,124,0
Thy Neighbour's Wifi,"(7, 8]",2019,22,321,28,0,128,tvEpisode,False,True,False,1,321,['CA'],Comedy,7.5,6,0
V.,"(7, 8]",1987,81,26,2,0,13,tvMovie,False,True,False,1,26,['GB'],Documentary,7.5,0,1
The Foursome,"(7, 8]",1991,50,114,23,0,91,tvEpisode,False,True,False,1,114,['US'],"Crime,Drama,Mystery",7.5,0,0
Malibu Days,"(7, 8]",2012,1,13,1,0,16,short,False,True,False,1,13,['US'],"Comedy,Short",7.5,0,0
Hot Night,"(7, 8]",2022,34,50,3,0,46,tvEpisode,False,True,False,1,50,['EG'],"Comedy,Horror",7.5,1,0
Love Infinity: When the Sun Goes Quiet,"(6, 7]",2022,115,26,9,0,99,movie,False,True,False,2,26,['GB'],Documentary,6.5,0,0
Europa,"(7, 8]",1991,112,23510,54,2,129,movie,False,True,False,31,23513,"['DK', 'SE', 'FR', 'DE', 'CH']","Crime,Drama,Thriller",7.5,120,25
Tausend rote Rosen blüh'n,"(5, 6]",1952,90,24,5,0,36,movie,False,True,False,3,24,['XWG'],Drama,5.5,1,0
Chapter Fifteen: The Sisterhood of the Traveling Prada,"(7, 8]",2008,43,73,15,0,164,tvEpisode,False,True,False,1,73,['US'],"Comedy,Drama",7.5,0,0
A Naughty Christmess Story,"(6, 7]",2023,92,13,1,0,35,movie,False,True,False,2,13,['US'],Comedy,6.5,0,0
Anzukko,"(7, 8]",1958,110,181,7,0,29,movie,False,True,False,6,181,['JP'],Drama,7.5,7,0
Astérix et les Vikings,"(5, 6]",2006,78,12879,152,0,636,movie,False,True,False,31,12880,"['FR', 'DK', 'BE', 'TH', 'CN', 'DE', 'LV', 'ES']","Adventure,Animation,Comedy",5.5,64,1
Monty Python's Spamalot,"(8, 9]",2006,40,11,1,0,19,tvEpisode,False,True,False,1,11,['GB'],Documentary,8.5,0,0
Hindenburg Disaster Newsreel Footage,"(7, 8]",1937,5,551,2,0,3,short,False,True,False,2,552,['US'],"News,Short",7.5,3,1
Ai no tegami wa dare no te de,"(7, 8]",1979,24,42,1,0,52,tvEpisode,False,True,False,1,42,['JP'],"Action,Animation,Drama",7.5,0,0
Cruel Tricks for Dear Friends,"(7, 8]",1987,71,115,13,0,33,video,False,True,False,1,115,['US'],Comedy,7.5,0,0
Episode #1.1033,"(7, 8]",1970,40,21,1,0,32,tvEpisode,False,True,False,7,21,['US'],"Drama,Fantasy,Horror",7.5,1,0
Zombi 28,"(2, 3]",2009,13,17,0,0,17,short,False,True,False,2,17,['UA'],"Comedy,Horror,Short",2.5,0,0
Shree Ganesh,"(6, 7]",1962,139,12,2,0,42,movie,False,True,False,1,12,['IN'],"Adventure,Drama,Fantasy",6.5,0,0
Tattoo,"(6, 7]",1995,46,2040,16,0,128,tvEpisode,False,True,False,1,2044,['US'],"Action,Adventure,Drama",6.5,18,0
Skidtävlingen,"(7, 8]",1997,40,17,1,0,82,tvEpisode,False,True,False,1,17,"['SE', 'FI']",Family,7.5,0,0
The Enemy Within,"(6, 7]",1996,45,28,4,0,78,tvEpisode,False,True,False,1,28,['US'],"Action,Crime,Drama",6.5,0,0
Taste of Genie,"(6, 7]",1986,71,101,0,0,10,video,False,True,True,1,101,['US'],Adult,6.5,1,0
Best Friends,"(8, 9]",2005,40,760,8,0,108,tvEpisode,False,True,False,1,761,['US'],"Crime,Drama,Mystery",8.5,12,0
Australia's Animal Mysteries,"(6, 7]",1983,40,10,1,0,26,tvEpisode,False,True,False,1,10,['US'],"Documentary,History",6.5,0,0
Cape Kidnaveral,"(5, 6]",1961,6,10,0,0,9,short,False,True,False,1,10,['US'],"Animation,Short",5.5,0,0
Blue Fire,"(5, 6]",1991,92,131,0,0,17,movie,False,True,True,1,131,['US'],Adult,5.5,0,0
Treading Yesterday,"(8, 9]",2016,31,72,149,1,91,tvSeries,True,True,False,2,73,['US'],"Drama,Romance",8.5,3,78
Fordringsägare,"(5, 6]",1988,118,26,1,0,30,movie,False,True,False,3,26,['SE'],Drama,5.5,0,1
Drie mannen onder een dak,"(5, 6]",1989,30,27,1,0,105,tvSeries,True,True,False,1,27,['BE'],Comedy,5.5,0,0
The Lion Hunters,"(5, 6]",1951,75,214,19,0,23,movie,False,True,False,13,214,['US'],Adventure,5.5,18,0
Les années déclic,"(7, 8]",1984,65,54,3,0,7,movie,False,True,False,4,54,['FR'],"Biography,Documentary",7.5,1,0
The Final Edition,"(6, 7]",1932,66,153,2,0,25,movie,False,True,False,4,153,['US'],"Crime,Drama",6.5,11,0
Father's Day,"(8, 9]",1999,50,42,0,0,26,tvEpisode,False,True,False,1,42,['GB'],"Crime,Drama",8.5,0,0
Who the K Needs/The Last Supper,"(8, 9]",2010,40,6,1,0,29,tvEpisode,False,True,False,1,6,['JP'],"Action,Adventure,Comedy",8.5,0,0
xABo: Ksiadz Boniecki,"(6, 7]",2020,92,23,1,0,67,movie,False,True,False,1,23,['PL'],"Biography,Documentary",6.5,0,0
Concerto,"(6, 7]",1964,52,127,10,0,49,tvEpisode,False,True,False,1,127,['GB'],"Action,Comedy,Crime",6.5,4,0
Aunt Bee Takes a Job,"(7, 8]",1965,30,217,9,0,39,tvEpisode,False,True,False,1,217,['US'],"Comedy,Family",7.5,3,0
The Picture,"(5, 6]",2019,10,17,2,0,38,short,False,True,False,1,17,['US'],"Horror,Short,Thriller",5.5,0,1
Kukhnya,"(8, 9]",2012,25,6038,156,0,157,tvSeries,True,True,False,19,6040,['RU'],Comedy,8.5,8,14
Eternal Champions: Challenge from the Dark Side,"(6, 7]",1995,28,7,4,0,43,videoGame,False,True,False,1,7,['US'],Action,6.5,0,0
Tough Love,"(8, 9]",2021,27,7,2,0,14,tvSeries,True,True,False,3,7,['NG'],Drama,8.5,0,0
Flashpoint: Hot As Hell,"(8, 9]",1994,71,35,0,0,20,movie,False,True,True,1,35,['US'],Adult,8.5,1,7
Duffy's Tavern,"(5, 6]",1945,97,255,7,0,138,movie,False,True,False,10,255,['US'],"Comedy,Musical",5.5,9,0
Heidi's Song,"(6, 7]",1982,94,347,125,0,249,movie,False,True,False,13,347,['US'],"Adventure,Animation,Drama",6.5,15,0
Vacation Friends,"(6, 7]",2021,103,30695,74,5,400,movie,False,True,False,34,30729,['US'],"Adventure,Comedy",6.5,334,0
Kamikaze,"(7, 8]",2014,92,25,2,0,12,movie,False,True,False,1,25,['UY'],Comedy,7.5,0,0
Straight,"(9, 10]",2009,13,6,0,0,6,short,False,True,False,1,6,['US'],"Comedy,Short",9.5,0,0
Ultrakill,"(8, 9]",2020,28,273,6,0,14,videoGame,False,True,False,1,275,['US'],"Action,Adventure,Fantasy",8.5,4,0
Davy Dog-Food,"(1, 2]",2018,6,6,1,0,6,short,False,True,False,1,6,['AU'],"Comedy,Short",1.5,0,0
Totenfrau,"(6, 7]",2022,45,6685,49,1,111,tvSeries,True,True,False,29,6689,['AT'],"Crime,Drama,Mystery",6.5,69,2
Round Two,"(7, 8]",2010,40,24,33,0,117,tvEpisode,False,True,False,1,24,['US'],"Family,Music,Reality-TV",7.5,0,0
Lesbian Mystery Theatre: The Case of the Deadly Dyke,"(6, 7]",1994,85,14,0,0,13,video,False,True,True,1,14,['US'],Adult,6.5,0,0
Murder Murder,"(7, 8]",1996,40,97,1,0,74,tvEpisode,False,True,False,1,97,['US'],"Crime,Drama,Mystery",7.5,2,0
Sesamstraat,"(7, 8]",1976,15,232,25,0,184,tvSeries,True,True,False,1,233,['NL'],"Adventure,Animation,Comedy",7.5,1,3
Piss 'n' Mix 6,"(7, 8]",2002,60,5,0,0,4,video,False,True,True,1,5,['GB'],Adult,7.5,0,0
Aspirants,"(9, 10]",2021,45,313367,50,6,237,tvSeries,True,True,False,27,313398,['IN'],Drama,9.5,434,22
Windmill Challenge,"(6, 7]",2012,40,5,0,0,22,tvEpisode,False,True,False,1,5,['AU'],"Game-Show,Reality-TV",6.5,0,0
What She Wants,"(6, 7]",1995,13,35,1,0,6,short,False,True,False,1,35,['GB'],"Animation,Short",6.5,0,0
Lovejunkies i Langgata,"(6, 7]",2023,29,7,0,0,119,tvEpisode,False,True,False,1,7,['NO'],"Comedy,Drama,Romance",6.5,0,0
Yakusha damashii!,"(6, 7]",2006,53,13,1,0,17,tvSeries,True,True,False,2,13,['JP'],Drama,6.5,0,0
Minä ja mieheni morsian,"(5, 6]",1955,92,63,2,0,47,movie,False,True,False,1,63,['FI'],"Comedy,Music,Romance",5.5,1,0
Naslednitsa po pryamoy,"(7, 8]",1982,95,128,4,0,28,movie,False,True,False,6,128,['SUHH'],"Drama,Romance",7.5,0,0
Besudh,"(7, 8]",2023,53,11,1,1,7,tvSeries,True,True,False,7,11,['IN'],Drama,7.5,0,0
The Museum of Modern Art,"(5, 6]",1984,1,19,0,0,1,short,False,True,False,1,19,['US'],"Animation,Short",5.5,0,0
Episode #20.2,"(6, 7]",1988,40,12,0,0,6,tvEpisode,False,True,False,7,12,['GB'],Documentary,6.5,0,0
