originalTitle,rating,startYear,endYear,runtimeMinutes,awardWins,numVotes,worstRating,bestRating,totalImages,totalVideos,totalCredits,criticReviewsTotal,titleType,awardNominationsExcludeWins,canHaveEpisodes,isRatable,isAdult,numRegions,userReviewsTotal,ratingCount,countryOfOrigin,genres
Setting Out on a Journey,"(7, 8]",1978,\N,\N,0.0,12,1,10,0,0,16,0,tvEpisode,0,False,True,0,1,0,12,['JP'],"Animation,Drama"
Mat Som,"(7, 8]",1990,\N,96,1.0,12,1,10,1,0,10,0,movie,2,False,True,0,1,0,12,['MY'],"Comedy,Drama,Romance"
The Simpsons: Skateboarding,"(3, 4]",2002,\N,\N,0.0,223,1,10,2,0,148,0,videoGame,0,False,True,0,2,3,223,"['US', 'GB']","Action,Comedy,Sport"
Roc Strikes Out,"(7, 8]",1992,\N,\N,,10,1,10,0,0,23,0,tvEpisode,0,False,True,0,1,0,10,['US'],"Comedy,Drama"
Paul McCartney: Freeze Frame,"(8, 9]",1984,\N,\N,0.0,9,1,10,0,0,1,0,tvMovie,0,False,True,0,1,0,9,['US'],Music
Run Fast,"(8, 9]",2015,\N,\N,3.0,20,1,10,1,0,78,0,short,0,False,True,0,1,0,20,['US'],"Drama,Short,Sport"
Where's Poppa?,"(6, 7]",1979,\N,30,,46,1,10,1,0,11,0,tvMovie,0,False,True,0,1,0,46,['US'],Comedy
Last Stop Station,"(6, 7]",2001,\N,15,,20,1,10,1,0,13,3,video,0,False,True,0,1,2,20,['US'],"Comedy,Horror,Short"
Bulbul,"(5, 6]",2017,\N,25,1.0,18,1,10,1,0,37,0,short,0,False,True,0,2,0,18,['IN'],"Comedy,Short"
Stolen by My Mother: The Kamiyah Mobley Story,"(6, 7]",2020,\N,87,1.0,471,1,10,3,0,103,1,tvMovie,3,False,True,0,7,11,471,['US'],"Crime,Drama,Mystery"
Tickle Monster,"(6, 7]",2016,\N,4,1.0,63,1,10,3,0,21,0,tvEpisode,1,False,True,0,1,1,63,['GB'],Horror
Punk and the Pistols,"(6, 7]",1995,\N,93,0.0,16,1,10,1,0,8,0,tvMovie,0,False,True,0,1,0,16,['GB'],"Documentary,History,Music"
Chinnada Gombe,"(8, 9]",2018,\N,110,0.0,151,1,10,8,0,9,0,movie,0,False,True,0,1,0,151,['IN'],Horror
Espiral,"(0, 1]",2005,\N,25,0.0,8,1,10,1,0,7,0,tvSeries,0,True,True,0,1,0,8,['ES'],Documentary
Kirot Etz Dakim,"(8, 9]",1984,\N,37,,18,1,10,2,0,14,0,short,0,False,True,0,2,1,18,['IL'],"Drama,Short"
Billy Madison,"(6, 7]",1995,\N,89,0.0,159349,1,10,188,1,290,29,movie,1,False,True,0,34,285,159368,['US'],Comedy
Tracy's Triumph,"(8, 9]",1969,\N,25,0.0,26,1,10,1,0,20,0,tvEpisode,0,False,True,0,1,0,26,['US'],Western
The Wandering Company,"(8, 9]",1985,\N,50,0.0,108,1,10,1,0,46,0,tvMovie,0,False,True,0,1,0,108,['US'],Documentary
Wanted: Weapons of Fate,"(6, 7]",2009,\N,\N,0.0,430,1,10,3,0,59,3,videoGame,0,False,True,0,1,3,430,['US'],Action
Kuni Leml B'Tel Aviv,"(7, 8]",1976,\N,90,0.0,38,1,10,2,0,24,0,movie,0,False,True,0,4,0,38,['IL'],"Comedy,Musical"
The Big C,"(8, 9]",2010,2013,30,6.0,15956,1,10,253,3,812,19,tvSeries,31,True,True,0,38,49,15964,['US'],"Comedy,Drama"
Tabeta hito,"(5, 6]",1963,\N,24,0.0,111,1,10,1,0,16,1,short,0,False,True,0,2,0,111,['JP'],Short
Gustav Adolfs Page,"(5, 6]",1960,\N,93,0.0,120,1,10,3,0,49,0,movie,1,False,True,0,4,1,120,"['AT', 'XWG']","Drama,Romance,War"
Everest Was Also Conquered,"(7, 8]",1978,\N,47,,165,1,10,2,0,52,2,tvEpisode,0,False,True,0,1,5,165,['GB'],"Action,Comedy,Crime"
Asteroids,"(6, 7]",1987,\N,\N,,53,1,10,0,0,0,0,videoGame,0,False,True,0,1,0,53,['US'],"Action,Sci-Fi"
Grauzone,"(6, 7]",1979,\N,99,0.0,110,1,10,3,0,53,3,movie,1,False,True,0,4,1,110,"['CH', 'XWG']","Drama,Romance"
El Paso Stage,"(8, 9]",1961,\N,30,0.0,112,1,10,1,0,41,1,tvEpisode,0,False,True,0,1,3,112,['US'],Western
The Emerald Duck,"(6, 7]",1983,\N,22,0.0,80,1,10,1,0,122,0,tvEpisode,0,False,True,0,1,0,80,['US'],"Action,Adventure,Animation"
Glos z tamtego swiata,"(6, 7]",1962,\N,86,1.0,124,1,10,4,0,48,0,movie,1,False,True,0,3,0,124,['PL'],Drama
Angel,"(5, 6]",2020,\N,15,0.0,16,1,10,1,0,21,0,short,0,False,True,0,3,0,16,['RU'],"Drama,Short"
Dracula: The True Story,"(6, 7]",1997,\N,43,,87,1,10,3,0,16,0,tvMovie,0,False,True,0,1,3,87,['DE'],Documentary
Knock Down,"(7, 8]",2020,\N,43,0.0,245,1,10,2,0,130,0,tvEpisode,0,False,True,0,1,6,245,['US'],"Action,Crime,Drama"
Show #531 - Alles über den Hurenberuf,"(7, 8]",1999,\N,\N,0.0,14,1,10,0,0,6,0,tvEpisode,0,False,True,0,1,0,14,['DE'],"Comedy,Talk-Show"
Pilot,"(5, 6]",1997,\N,\N,0.0,8,1,10,1,0,43,0,tvEpisode,0,False,True,0,1,0,8,['US'],Comedy
Pilgrims,"(8, 9]",1989,\N,47,0.0,71,1,10,2,0,60,0,tvEpisode,0,False,True,0,1,0,71,['US'],"Drama,Romance"
Her Wicked Obsession,"(6, 7]",1998,\N,81,,16,1,10,0,0,17,2,video,0,False,True,1,2,1,16,['US'],"Adult,Fantasy"
Jolene,"(6, 7]",2017,\N,\N,0.0,22,1,10,1,0,21,0,movie,0,False,True,0,1,0,22,['NL'],Documentary
Solaria Park,"(6, 7]",1985,\N,22,0.0,33,1,10,1,0,137,0,tvEpisode,0,False,True,0,1,0,33,['CA'],"Action,Adventure,Animation"
Anthem of a Teenage Prophet,"(5, 6]",2018,\N,102,0.0,602,1,10,23,1,123,11,movie,6,False,True,0,5,14,602,['CA'],"Drama,Fantasy,Mystery"
Necromancer (Raiser of the Dead),"(5, 6]",2019,\N,24,0.0,44,1,10,7,0,47,0,tvEpisode,0,False,True,0,1,0,44,['JP'],"Action,Animation,Comedy"
A Shallow Grave,"(5, 6]",1979,\N,50,0.0,73,1,10,1,0,61,0,tvEpisode,0,False,True,0,1,2,73,['US'],"Crime,Drama,Mystery"
Lucky's Clinical Records,"(6, 7]",1998,\N,22,0.0,512,1,10,10,0,54,0,tvEpisode,0,False,True,0,1,0,512,['JP'],"Action,Adventure,Animation"
"Doogie, Can You Hear Me?","(7, 8]",1992,\N,\N,0.0,62,1,10,2,0,82,0,tvEpisode,0,False,True,0,1,0,63,['US'],"Comedy,Drama,Family"
Amanda McKay,"(7, 8]",2018,\N,33,0.0,30,1,10,16,0,35,0,short,0,False,True,0,1,0,30,['US'],"Drama,Short"
Alless Allazi Ohibouh,"(6, 7]",1997,1997,45,0.0,18,1,10,4,0,41,0,tvSeries,0,True,True,0,1,0,18,['EG'],"Comedy,Romance"
What Can Be Saved,"(8, 9]",2023,\N,40,0.0,420,1,10,1,0,193,1,tvEpisode,0,False,True,0,1,0,421,['US'],"Biography,Drama,History"
Soledad Is Gone Forever,"(5, 6]",2006,\N,14,0.0,18,1,10,2,0,26,0,short,0,False,True,0,1,0,18,['US'],"Drama,Short"
Examen,"(7, 8]",2006,\N,12,4.0,42,1,10,2,0,8,0,short,2,False,True,0,1,0,42,['RO'],"Drama,Short"
The House Built Upon Sand,"(6, 7]",1916,\N,50,0.0,48,1,10,9,0,16,0,movie,0,False,True,0,3,1,48,['US'],"Comedy,Drama"
Doctor Stew,"(7, 8]",2012,2013,\N,0.0,15,1,10,1,0,26,0,tvSeries,0,True,True,0,1,0,15,['US'],"Comedy,Sci-Fi"
"Buenas noches, señor monstruo","(4, 5]",1982,\N,82,0.0,160,1,10,1,0,59,2,movie,0,False,True,0,2,3,161,['ES'],"Comedy,Family,Fantasy"
Level Five,"(6, 7]",1997,\N,\N,,962,1,10,5,2,15,22,movie,0,False,True,0,10,5,962,['FR'],"Documentary,Romance,War"
Nos enfants,"(4, 5]",2017,\N,11,,14,1,10,7,0,41,0,short,0,False,True,0,4,1,14,['FR'],"Drama,Short"
O Rapaz do Trapezio Voador,"(6, 7]",2002,\N,97,,14,1,10,1,0,46,1,movie,1,False,True,0,1,0,14,"['PT', 'ES']",Drama
Me²,"(7, 8]",1988,\N,29,,1073,1,10,7,0,40,2,tvEpisode,0,False,True,0,1,3,1074,['GB'],"Comedy,Sci-Fi"
L'ange tombé du ciel,"(5, 6]",1999,\N,104,0.0,24,1,10,2,0,30,0,tvMovie,0,False,True,0,6,0,24,['FR'],Drama
Churchill: The Hollywood Years,"(4, 5]",2004,\N,84,0.0,2625,1,10,18,1,191,16,movie,1,False,True,0,19,39,2625,['GB'],"Comedy,War"
Paint and Powder,"(7, 8]",1925,\N,54,,36,1,10,2,0,24,0,movie,0,False,True,0,4,4,36,['US'],Drama
Verwandte sind auch Menschen,"(7, 8]",1940,\N,79,0.0,7,1,10,0,0,41,0,movie,0,False,True,0,1,0,7,['DE'],\N
Aktsionery,"(5, 6]",1963,\N,\N,0.0,59,1,10,6,0,27,0,short,0,False,True,0,6,0,60,['SUHH'],"Animation,Short"
Prison Break,"(7, 8]",2011,\N,\N,,17,1,10,0,0,52,0,tvEpisode,0,False,True,0,1,0,17,['BA'],Comedy
Jeff Beck: Still on the Run,"(7, 8]",2018,\N,87,,314,1,10,1,0,24,0,tvMovie,0,False,True,0,1,2,314,['GB'],"Documentary,Music"
Guan dong wu ta xia,"(4, 5]",1977,\N,95,0.0,43,1,10,3,0,35,1,movie,0,False,True,0,4,2,43,['TW'],"Action,Drama"
"Burn to Shine 03: Portland, OR","(7, 8]",2006,\N,\N,0.0,25,1,10,1,0,26,0,video,0,False,True,0,1,0,25,['US'],"Documentary,Music"
Ninja: Shadow of Darkness,"(7, 8]",1998,\N,\N,0.0,39,1,10,2,0,15,0,videoGame,0,False,True,0,1,0,39,['GB'],"Action,Adventure,Fantasy"
Kunnioittaen,"(5, 6]",1954,\N,94,,40,1,10,1,0,48,0,movie,0,False,True,0,1,0,40,['FI'],Comedy
Start the Party!,"(6, 7]",2010,\N,\N,,26,1,10,1,0,3,0,videoGame,0,False,True,0,1,0,26,['GB'],\N
Betrothal in a Monastery (The Duenna),"(8, 9]",1998,\N,\N,0.0,15,1,10,1,0,51,0,tvMovie,0,False,True,0,2,1,15,"['DE', 'JP']",Music
The Hairy Bikers' Comfort Food,"(8, 9]",2017,2017,\N,,26,1,10,1,0,49,0,tvMiniSeries,1,True,True,0,1,2,27,['GB'],Reality-TV
Angels and Demons,"(7, 8]",2014,\N,\N,0.0,28,1,10,1,0,30,0,tvSeries,0,True,True,0,4,0,28,['US'],Fantasy
Christiana,"(4, 5]",1979,\N,80,0.0,147,1,10,2,1,46,0,movie,0,False,True,0,2,1,147,['US'],"Adventure,Fantasy"
"So Long, Mom","(7, 8]",1980,\N,30,,97,1,10,1,0,39,0,tvEpisode,0,False,True,0,1,0,97,['US'],Comedy
Extracurricular Activity,"(7, 8]",1984,\N,25,0.0,96,1,10,25,0,37,0,tvEpisode,0,False,True,0,1,0,96,['US'],"Comedy,Family"
The Last Days of World War II,"(7, 8]",1995,\N,50,0.0,90,1,10,2,0,109,0,tvMovie,0,False,True,0,1,1,90,['US'],"Documentary,History,War"
Waiting for the Wind,"(7, 8]",1991,\N,24,,62,1,10,1,0,55,0,tvMovie,0,False,True,0,1,4,62,['US'],Drama
The Love Punch,"(5, 6]",2013,\N,94,0.0,16077,1,10,38,4,599,83,movie,1,False,True,0,30,81,16078,"['FR', 'GB', 'US']","Comedy,Romance"
Playtime,"(2, 3]",2013,\N,1,0.0,5,1,10,0,0,7,0,short,0,False,True,0,1,0,5,['US'],"Drama,Short"
The Pizza Boy,"(7, 8]",2012,\N,25,,8,1,10,1,0,22,0,short,0,False,True,0,1,0,8,['US'],"Comedy,Short"
Liu jai yim tam ji yau kau,"(4, 5]",1997,\N,\N,0.0,95,1,10,3,0,11,1,movie,0,False,True,0,5,1,95,['HK'],Drama
The Case of the Substitute Face,"(8, 9]",1958,\N,52,0.0,403,1,10,13,0,48,2,tvEpisode,0,False,True,0,1,12,403,['US'],"Crime,Drama,Mystery"
"Diners, Drive-Ins and Dives Tournament: Part 3","(6, 7]",2016,\N,42,0.0,8,1,10,2,0,56,0,tvEpisode,0,False,True,0,1,0,8,['US'],"Game-Show,Reality-TV"
Harold's Arrival to Ramsay Street,"(6, 7]",1987,\N,30,0.0,11,1,10,0,0,26,0,tvEpisode,0,False,True,0,1,0,11,['AU'],"Drama,Romance"
Bush Is a Pussy,"(8, 9]",1997,\N,27,0.0,140,1,10,2,0,41,0,tvEpisode,0,False,True,0,1,0,140,['US'],Comedy
Dwie milosci,"(5, 6]",2002,\N,88,0.0,36,1,10,1,0,53,1,tvMovie,0,False,True,0,2,1,36,"['PL', 'DE']","Drama,Romance"
Kodoku: Mîtobôru mashin,"(5, 6]",2017,\N,100,0.0,633,1,10,7,0,85,24,movie,1,False,True,0,7,9,633,['JP'],"Action,Comedy,Horror"
Revenge of the Nail,"(6, 7]",2009,\N,4,,17,1,10,1,1,9,0,short,0,False,True,0,1,0,17,['US'],Short
Merry Christmas,"(6, 7]",2013,\N,\N,0.0,40,1,10,8,0,49,2,movie,0,False,True,0,3,1,40,['US'],"Comedy,Drama"
Jue zhan Sha Ma Zhen,"(5, 6]",2010,\N,104,1.0,182,1,10,230,0,32,4,movie,1,False,True,0,7,0,182,['CN'],"Adventure,Comedy,Western"
Terrific Women,"(6, 7]",2017,2017,\N,0.0,11,1,10,1,0,40,0,tvSeries,4,True,True,0,1,0,11,['CA'],Comedy
The Gun Deadlock,"(6, 7]",2001,\N,\N,0.0,47,1,10,0,0,11,0,tvMovie,0,False,True,0,1,0,47,['US'],\N
The Adventures of Young Indiana Jones: Spring Break Adventure,"(6, 7]",1999,\N,\N,0.0,728,1,10,20,0,192,6,video,1,False,True,0,4,6,728,['US'],"Action,Adventure,History"
Morro do Céu,"(7, 8]",2009,\N,71,0.0,11,1,10,1,0,7,1,movie,0,False,True,0,1,0,11,['BR'],Documentary
Half Girlfriend 2,"(7, 8]",2016,\N,\N,0.0,16,1,10,47,0,14,0,movie,0,False,True,0,1,0,16,['IN'],Romance
There Be Ghosts,"(7, 8]",2016,\N,\N,0.0,352,1,10,5,0,106,1,tvEpisode,0,False,True,0,1,1,352,['US'],"Crime,Drama,Mystery"
South Park (Not Suitable for Children),"(7, 8]",2023,\N,46,0.0,4794,1,10,8,1,112,1,tvMovie,0,False,True,0,5,17,4818,['US'],"Animation,Comedy"
Disneyland's 30th Anniversary Celebration,"(8, 9]",1985,\N,120,0.0,73,1,10,1,0,26,0,tvSpecial,2,False,True,0,2,0,73,['US'],"Documentary,Family"
Chew Toy,"(7, 8]",2022,\N,\N,0.0,264,1,10,2,0,181,0,tvEpisode,0,False,True,0,1,6,264,['US'],"Action,Adventure,Crime"
Gudumba Shankar,"(5, 6]",2004,\N,176,0.0,1170,1,10,7,0,62,2,movie,0,False,True,0,2,3,1170,['IN'],"Action,Comedy,Drama"
Episode #1.13,"(8, 9]",2008,\N,30,,159,1,10,1,0,116,0,tvEpisode,0,False,True,0,7,0,159,['GB'],"Drama,Mystery,Romance"
Meimon! Takonishi Ouendan,"(5, 6]",1987,\N,\N,0.0,6,1,10,1,0,15,0,movie,0,False,True,0,4,0,6,['JP'],"Action,Comedy,Drama"
Break It Down,"(6, 7]",2007,\N,\N,0.0,9,1,10,1,0,188,0,tvSeries,0,True,True,0,2,0,9,['US'],\N
Bee at the Beach,"(6, 7]",1950,\N,6,0.0,581,1,10,8,0,20,1,short,0,False,True,0,10,6,581,['US'],"Animation,Comedy,Family"
Mil Gayee Manzil Mujhe,"(5, 6]",1989,\N,\N,0.0,18,1,10,1,0,19,0,movie,0,False,True,0,1,0,18,['IN'],"Action,Thriller"
Les Dieux préfèrent les Hommes,"(6, 7]",2012,\N,12,0.0,31,1,10,1,0,10,0,short,0,False,True,0,2,0,31,['FR'],Short
Ein Unding der Liebe,"(8, 9]",1988,\N,207,0.0,47,1,10,2,0,31,1,tvMovie,0,False,True,0,3,1,47,['XWG'],Drama
Christmas Break,"(7, 8]",2011,\N,20,0.0,207,1,10,3,0,99,0,tvEpisode,0,False,True,0,1,0,207,['US'],"Comedy,Romance"
Sri Krishnarjuna Vijayam,"(6, 7]",1996,\N,131,0.0,74,1,10,1,0,34,0,movie,0,False,True,0,1,0,74,['IN'],"Action,Drama,Fantasy"
"Santa, Jr.","(5, 6]",2002,\N,100,0.0,597,1,10,38,0,123,2,tvMovie,0,False,True,0,9,8,597,['US'],"Comedy,Fantasy,Romance"
Stressati,"(5, 6]",1997,\N,96,0.0,113,1,10,1,0,88,0,movie,0,False,True,0,2,0,113,['IT'],"Comedy,Drama"
FTV: First Time Video Girls - Monica,"(8, 9]",2005,\N,65,0.0,14,1,10,0,0,8,0,video,0,False,True,1,1,0,14,['US'],\N
bestefreunde,"(6, 7]",2014,\N,88,1.0,80,1,10,5,0,66,6,movie,1,False,True,0,1,1,80,['DE'],"Comedy,Drama"
The Wrong Train Order,"(6, 7]",1915,\N,14,0.0,28,1,10,1,0,7,0,short,0,False,True,0,2,2,28,['US'],"Short,Thriller"
Ballada o bombere,"(5, 6]",2011,2011,400,0.0,65,1,10,2,0,45,0,tvSeries,1,True,True,0,2,1,65,"['RU', 'UA']",War
Drunk on Cum: Part 2,"(6, 7]",2003,\N,60,0.0,13,1,10,0,0,7,0,video,0,False,True,1,1,0,13,['US'],Adult
Lügen,"(7, 8]",2015,\N,\N,,10,1,10,8,0,52,0,tvEpisode,0,False,True,0,1,0,10,['DE'],Crime
La preda,"(5, 6]",1974,\N,92,,45,1,10,3,0,39,0,movie,0,False,True,0,11,1,45,"['IT', 'CO']","Crime,Drama,Romance"
The Starlost: Deception,"(5, 6]",1980,\N,94,0.0,54,1,10,2,0,29,3,tvMovie,0,False,True,0,1,2,54,['CA'],Sci-Fi
Age of Indiscretion,"(6, 7]",1935,\N,78,0.0,198,1,10,10,1,40,1,movie,0,False,True,0,12,6,198,['US'],"Drama,Romance"
Are We Down-Hearted?,"(5, 6]",1911,\N,\N,,20,1,10,0,0,9,0,short,0,False,True,0,1,2,20,['GB'],"Comedy,Short"
Sometimes a Great Ocean,"(7, 8]",1973,\N,\N,0.0,80,1,10,1,0,29,1,tvEpisode,0,False,True,0,1,1,80,['US'],Comedy
An Aussie Goes Barmy,"(7, 8]",2006,\N,\N,0.0,22,1,10,1,0,11,0,tvSeries,1,True,True,0,1,0,22,['AU'],Reality-TV
Hurdang,"(5, 6]",2022,\N,122,0.0,1117,1,10,5,1,122,4,movie,1,False,True,0,6,40,1120,['IN'],"Drama,Romance"
Vater Philipp,"(8, 9]",1963,\N,115,0.0,45,1,10,1,0,18,0,tvMovie,0,False,True,0,1,0,45,['XWG'],Comedy
Killing for a Living,"(7, 8]",1993,\N,\N,0.0,11,1,10,3,0,6,0,tvSeries,1,True,True,0,2,0,11,['GB'],Documentary
Birds of Prey,"(6, 7]",1973,\N,81,0.0,415,1,10,7,0,39,5,tvMovie,0,False,True,0,17,28,415,['US'],"Action,Crime,Thriller"
So Far So...,"(6, 7]",1992,\N,2,0.0,6,1,10,0,0,1,0,short,0,False,True,0,1,0,6,['CA'],"Drama,Short"
Come Back Peter,"(4, 5]",1952,\N,\N,0.0,69,1,10,1,0,36,0,movie,0,False,True,0,1,6,69,['GB'],Comedy
Flight of the Bumblebee,"(7, 8]",1995,\N,23,0.0,521,1,10,13,0,81,0,tvEpisode,0,False,True,0,1,1,521,['US'],Comedy
Mayday!: Lost at Sea,"(7, 8]",2001,\N,45,0.0,10,1,10,1,0,49,0,tvMovie,0,False,True,0,1,0,10,['US'],Documentary
Duistere middeleeuwen,"(7, 8]",2023,\N,\N,0.0,44,1,10,1,0,43,0,tvEpisode,0,False,True,0,1,0,44,['BE'],Documentary
Episode #1.3,"(8, 9]",2024,\N,\N,,19,1,10,1,0,10,0,tvEpisode,0,False,True,0,7,0,19,['TH'],Drama
The Roxy,"(6, 7]",1987,1988,25,,13,1,10,1,0,221,0,tvSeries,0,True,True,0,1,0,13,['GB'],Music
Alex Joseph and His Wives,"(6, 7]",1977,\N,100,0.0,41,1,10,1,0,70,1,movie,0,False,True,0,1,1,41,['US'],Drama
Pâté chinois,"(6, 7]",1997,\N,\N,0.0,24,1,10,1,0,11,0,movie,0,False,True,0,1,0,24,['CA'],Documentary
The Boy Who Loved Women,"(8, 9]",1988,\N,23,0.0,63,1,10,1,0,29,0,tvEpisode,0,False,True,0,1,0,63,['US'],"Comedy,Family"
SUGA with Lee Kang-in,"(8, 9]",2023,\N,36,0.0,32,1,10,5,0,2,0,tvEpisode,0,False,True,0,1,0,32,['KR'],Talk-Show
Bosom Buddies,"(6, 7]",1980,1982,30,,4738,1,10,27,0,263,7,tvSeries,0,True,True,0,17,24,4739,['US'],Comedy
Drug Wars: Silver or Lead,"(7, 8]",2008,\N,83,0.0,36,1,10,2,0,16,0,movie,0,False,True,0,3,0,36,"['US', 'MX']","Documentary,War"
Hazatérés,"(5, 6]",2012,\N,8,0.0,11,1,10,1,0,9,0,short,0,False,True,0,1,0,11,['HU'],"Drama,Short"
The Show,"(6, 7]",1995,\N,\N,0.0,387,1,10,7,0,70,5,movie,0,False,True,0,3,3,387,['US'],"Documentary,Music"
Episode #1.15,"(8, 9]",2022,\N,\N,0.0,7,1,10,0,0,20,0,tvEpisode,0,False,True,0,7,0,7,['KR'],"Drama,History"
The Top Seven Finalists Perform,"(4, 5]",2008,\N,\N,0.0,49,1,10,0,0,54,0,tvEpisode,0,False,True,0,1,0,49,['US'],"Documentary,Game-Show,Music"
Dead Man's Dream,"(7, 8]",2002,\N,100,,18,1,10,0,0,19,0,movie,0,False,True,0,1,2,18,['GB'],"Drama,Mystery"
Frank Lampard: Coming Home,"(8, 9]",2020,2020,13,0.0,12,1,10,3,0,14,0,tvMiniSeries,0,True,True,0,1,0,12,['GB'],Documentary
All-Time Great TV Censored Bloopers,"(7, 8]",1985,\N,60,,7,1,10,0,0,10,0,tvMovie,0,False,True,0,1,0,7,['US'],Comedy
The Killer Inside: The Ruth Finley Story,"(6, 7]",2024,\N,86,0.0,206,1,10,3,0,65,5,tvMovie,0,False,True,0,1,3,208,['CA'],"Drama,Thriller"
The Young Dragon,"(8, 9]",1979,\N,91,0.0,18,1,10,2,0,34,0,movie,0,False,True,0,3,0,18,['HK'],"Action,Drama"
Talking Dolls,"(7, 8]",2017,\N,120,0.0,15,1,10,7,0,30,0,movie,1,False,True,0,2,0,15,['GB'],"Drama,Romance,Thriller"
A Week of Dressing Dangerously,"(8, 9]",2005,\N,25,0.0,9,1,10,0,0,10,0,tvSeries,0,True,True,0,2,2,9,['GB'],Reality-TV
The Diary of Anne Frank Part II,"(6, 7]",1998,\N,30,0.0,77,1,10,1,0,2,0,short,0,False,True,0,1,0,77,['US'],Short
Della,"(5, 6]",1965,\N,65,,634,1,10,1,0,39,1,movie,0,False,True,0,2,20,634,['US'],Drama
Spotlight 2,"(7, 8]",2016,\N,\N,0.0,14,1,10,5,0,86,0,short,0,False,True,0,1,1,14,['US'],"Action,Crime,Short"
The Pen Pal,"(8, 9]",1988,\N,23,0.0,73,1,10,0,0,53,0,tvEpisode,0,False,True,0,1,0,73,['US'],"Comedy,Family"
Verdict for Terror,"(8, 9]",1967,\N,60,0.0,11,1,10,0,0,38,0,tvEpisode,0,False,True,0,1,0,11,['US'],"Adventure,Comedy,Crime"
Luna wa mita!? Aidoru yaten no sugao,"(8, 9]",1996,\N,23,0.0,98,1,10,5,0,61,0,tvEpisode,0,False,True,0,1,0,98,['JP'],"Action,Adventure,Animation"
Seraa fil jebel,"(7, 8]",1961,\N,\N,0.0,10,1,10,1,0,14,0,movie,0,False,True,0,2,0,10,['EG'],"Drama,Romance,Thriller"
Le thaumaturge chinois,"(5, 6]",1904,\N,3,0.0,860,1,10,6,0,2,2,short,0,False,True,0,7,8,862,['FR'],"Fantasy,Short"
Willie's Sister,"(4, 5]",1912,\N,\N,,19,1,10,0,0,6,0,short,0,False,True,0,1,1,19,['US'],"Comedy,Romance,Short"
Resia Boroboedoer,"(6, 7]",1928,\N,\N,0.0,13,1,10,0,0,1,0,movie,0,False,True,0,1,0,13,['ID'],Adventure
Nova Rex: Ain't Easy Being Cheesy,"(7, 8]",2011,\N,70,0.0,9,1,10,1,0,15,1,movie,0,False,True,0,2,0,9,['US'],Documentary
Swieto,"(5, 6]",1975,\N,10,0.0,42,1,10,0,0,1,0,short,0,False,True,0,4,0,42,['PL'],Short
Episode #6.4,"(8, 9]",1994,\N,21,0.0,12,1,10,0,0,38,0,tvEpisode,0,False,True,0,7,0,12,['GB'],"Comedy,Game-Show"
Emily Is Away <3,"(7, 8]",2021,\N,\N,0.0,25,1,10,1,0,2,0,videoGame,0,False,True,0,1,0,25,['US'],"Adventure,Drama,Romance"
Chrissie,"(7, 8]",1985,\N,50,0.0,38,1,10,1,0,53,0,tvEpisode,0,False,True,0,1,1,38,"['GB', 'AU']","Crime,Drama,Mystery"
Doctor Syn,"(6, 7]",1937,\N,\N,0.0,307,1,10,73,0,33,6,movie,0,False,True,0,3,18,307,['GB'],"Adventure,Drama"
Ensign Ro,"(7, 8]",1991,\N,46,,3495,1,10,26,0,127,10,tvEpisode,0,False,True,0,1,15,3499,['US'],"Action,Adventure,Drama"
The Heart of Cavora,"(8, 9]",2014,\N,22,0.0,43,1,10,1,0,86,0,tvEpisode,0,False,True,0,1,0,43,"['DK', 'IN']","Action,Adventure,Animation"
Guide to Style,"(6, 7]",2007,\N,\N,,133,1,10,55,6,192,1,tvSeries,0,True,True,0,7,0,133,"['GB', 'US']",Reality-TV
Path of Destruction,"(6, 7]",1966,\N,49,,135,1,10,2,0,46,1,tvEpisode,0,False,True,0,1,1,135,['GB'],"Action,Adventure,Family"
Kanggooiyagi,"(8, 9]",2014,\N,\N,0.0,13,1,10,1,0,7,0,tvMovie,0,False,True,0,3,1,13,['KR'],Romance
Project: User,"(9, 10]",2014,\N,73,,8,1,10,0,0,40,0,movie,0,False,True,0,1,1,8,['US'],Drama
Stamatiste to tragoudi,"(8, 9]",2014,\N,\N,0.0,148,1,10,1,0,4,0,short,0,False,True,0,1,0,148,['GR'],"Comedy,Short"
"Gomez, the Reluctant Lover","(7, 8]",1965,\N,25,0.0,228,1,10,25,0,44,0,tvEpisode,0,False,True,0,1,1,229,['US'],"Comedy,Family,Horror"
Die sieben Affären der Dona Juanita,"(6, 7]",1973,\N,348,,13,1,10,3,0,111,0,tvMiniSeries,0,True,True,0,2,0,13,['DDDE'],\N
Soneto do Desmantelo Blue,"(6, 7]",1993,\N,9,1.0,14,1,10,1,0,32,0,short,0,False,True,0,1,0,14,['BR'],"Drama,Short"
"Saarbrücken, an einem Montag...","(6, 7]",1970,\N,\N,0.0,98,1,10,11,0,31,1,tvEpisode,0,False,True,0,1,0,98,['XWG'],"Crime,Drama,Mystery"
The Arrival,"(6, 7]",2016,\N,\N,0.0,90,1,10,2,0,32,0,short,0,False,True,0,1,0,90,['GB'],"Drama,Short"
Humor mod AIDS,"(8, 9]",2005,\N,30,0.0,11,1,10,0,0,14,0,tvMovie,0,False,True,0,1,0,11,['DK'],"Comedy,Documentary"
Mundos cósmicos,"(7, 8]",2023,\N,78,0.0,11,1,10,5,0,63,0,movie,2,False,True,0,1,0,11,['MX'],Drama
