originalTitle,rating,startYear,runtimeMinutes,awardWins,numVotes,totalImages,totalCredits,titleType,AwNmExWins,canHaveEpisodes,isRatable,isAdult,numRegions,ratingCount,countryOfOrigin,genres,ratingMean,ReviewsTotal
Espiral,"(0, 1]",2005,25,0,8,1,7,tvSeries,0,True,True,False,1,8,['ES'],Documentary,0.5,0
Kirot Etz Dakim,"(8, 9]",1984,37,0,18,2,14,short,0,False,True,False,2,18,['IL'],"Drama,Short",8.5,1
Billy Madison,"(6, 7]",1995,89,0,159349,188,290,movie,1,False,True,False,34,159368,['US'],Comedy,6.5,314
Tracy's Triumph,"(8, 9]",1969,25,0,26,1,20,tvEpisode,0,False,True,False,1,26,['US'],Western,8.5,0
The Wandering Company,"(8, 9]",1985,50,0,108,1,46,tvMovie,0,False,True,False,1,108,['US'],Documentary,8.5,0
Wanted: Weapons of Fate,"(6, 7]",2009,28,0,430,3,59,videoGame,0,False,True,False,1,430,['US'],Action,6.5,6
Kuni Leml B'Tel Aviv,"(7, 8]",1976,90,0,38,2,24,movie,0,False,True,False,4,38,['IL'],"Comedy,Musical",7.5,0
The Big C,"(8, 9]",2010,30,6,15956,253,812,tvSeries,31,True,True,False,38,15964,['US'],"Comedy,Drama",8.5,68
Tabeta hito,"(5, 6]",1963,24,0,111,1,16,short,0,False,True,False,2,111,['JP'],Short,5.5,1
Gustav Adolfs Page,"(5, 6]",1960,93,0,120,3,49,movie,1,False,True,False,4,120,"['AT', 'XWG']","Drama,Romance,War",5.5,1
Everest Was Also Conquered,"(7, 8]",1978,47,0,165,2,52,tvEpisode,0,False,True,False,1,165,['GB'],"Action,Comedy,Crime",7.5,7
Grauzone,"(6, 7]",1979,99,0,110,3,53,movie,1,False,True,False,4,110,"['CH', 'XWG']","Drama,Romance",6.5,4
El Paso Stage,"(8, 9]",1961,30,0,112,1,41,tvEpisode,0,False,True,False,1,112,['US'],Western,8.5,4
The Emerald Duck,"(6, 7]",1983,22,0,80,1,122,tvEpisode,0,False,True,False,1,80,['US'],"Action,Adventure,Animation",6.5,0
Glos z tamtego swiata,"(6, 7]",1962,86,1,124,4,48,movie,1,False,True,False,3,124,['PL'],Drama,6.5,0
Angel,"(5, 6]",2020,15,0,16,1,21,short,0,False,True,False,3,16,['RU'],"Drama,Short",5.5,0
Dracula: The True Story,"(6, 7]",1997,43,0,87,3,16,tvMovie,0,False,True,False,1,87,['DE'],Documentary,6.5,3
Knock Down,"(7, 8]",2020,43,0,245,2,130,tvEpisode,0,False,True,False,1,245,['US'],"Action,Crime,Drama",7.5,6
Show #531 - Alles über den Hurenberuf,"(7, 8]",1999,40,0,14,0,6,tvEpisode,0,False,True,False,1,14,['DE'],"Comedy,Talk-Show",7.5,0
Pilot,"(5, 6]",1997,40,0,8,1,43,tvEpisode,0,False,True,False,1,8,['US'],Comedy,5.5,0
Pilgrims,"(8, 9]",1989,47,0,71,2,60,tvEpisode,0,False,True,False,1,71,['US'],"Drama,Romance",8.5,0
Her Wicked Obsession,"(6, 7]",1998,81,0,16,0,17,video,0,False,True,True,2,16,['US'],"Adult,Fantasy",6.5,3
Jolene,"(6, 7]",2017,92,0,22,1,21,movie,0,False,True,False,1,22,['NL'],Documentary,6.5,0
Solaria Park,"(6, 7]",1985,22,0,33,1,137,tvEpisode,0,False,True,False,1,33,['CA'],"Action,Adventure,Animation",6.5,0
Anthem of a Teenage Prophet,"(5, 6]",2018,102,0,602,23,123,movie,6,False,True,False,5,602,['CA'],"Drama,Fantasy,Mystery",5.5,25
Necromancer (Raiser of the Dead),"(5, 6]",2019,24,0,44,7,47,tvEpisode,0,False,True,False,1,44,['JP'],"Action,Animation,Comedy",5.5,0
A Shallow Grave,"(5, 6]",1979,50,0,73,1,61,tvEpisode,0,False,True,False,1,73,['US'],"Crime,Drama,Mystery",5.5,2
Lucky's Clinical Records,"(6, 7]",1998,22,0,512,10,54,tvEpisode,0,False,True,False,1,512,['JP'],"Action,Adventure,Animation",6.5,0
"Doogie, Can You Hear Me?","(7, 8]",1992,40,0,62,2,82,tvEpisode,0,False,True,False,1,63,['US'],"Comedy,Drama,Family",7.5,0
Amanda McKay,"(7, 8]",2018,33,0,30,16,35,short,0,False,True,False,1,30,['US'],"Drama,Short",7.5,0
Alless Allazi Ohibouh,"(6, 7]",1997,45,0,18,4,41,tvSeries,0,True,True,False,1,18,['EG'],"Comedy,Romance",6.5,0
What Can Be Saved,"(8, 9]",2023,40,0,420,1,193,tvEpisode,0,False,True,False,1,421,['US'],"Biography,Drama,History",8.5,1
Soledad Is Gone Forever,"(5, 6]",2006,14,0,18,2,26,short,0,False,True,False,1,18,['US'],"Drama,Short",5.5,0
Examen,"(7, 8]",2006,12,4,42,2,8,short,2,False,True,False,1,42,['RO'],"Drama,Short",7.5,0
The House Built Upon Sand,"(6, 7]",1916,50,0,48,9,16,movie,0,False,True,False,3,48,['US'],"Comedy,Drama",6.5,1
Doctor Stew,"(7, 8]",2012,53,0,15,1,26,tvSeries,0,True,True,False,1,15,['US'],"Comedy,Sci-Fi",7.5,0
"Buenas noches, señor monstruo","(4, 5]",1982,82,0,160,1,59,movie,0,False,True,False,2,161,['ES'],"Comedy,Family,Fantasy",4.5,5
Level Five,"(6, 7]",1997,92,0,962,5,15,movie,0,False,True,False,10,962,['FR'],"Documentary,Romance,War",6.5,27
Nos enfants,"(4, 5]",2017,11,0,14,7,41,short,0,False,True,False,4,14,['FR'],"Drama,Short",4.5,1
O Rapaz do Trapezio Voador,"(6, 7]",2002,97,0,14,1,46,movie,1,False,True,False,1,14,"['PT', 'ES']",Drama,6.5,1
Me²,"(7, 8]",1988,29,0,1073,7,40,tvEpisode,0,False,True,False,1,1074,['GB'],"Comedy,Sci-Fi",7.5,5
L'ange tombé du ciel,"(5, 6]",1999,104,0,24,2,30,tvMovie,0,False,True,False,6,24,['FR'],Drama,5.5,0
Churchill: The Hollywood Years,"(4, 5]",2004,84,0,2625,18,191,movie,1,False,True,False,19,2625,['GB'],"Comedy,War",4.5,55
Paint and Powder,"(7, 8]",1925,54,0,36,2,24,movie,0,False,True,False,4,36,['US'],Drama,7.5,4
Aktsionery,"(5, 6]",1963,13,0,59,6,27,short,0,False,True,False,6,60,['SUHH'],"Animation,Short",5.5,0
Prison Break,"(7, 8]",2011,40,0,17,0,52,tvEpisode,0,False,True,False,1,17,['BA'],Comedy,7.5,0
Jeff Beck: Still on the Run,"(7, 8]",2018,87,0,314,1,24,tvMovie,0,False,True,False,1,314,['GB'],"Documentary,Music",7.5,2
Guan dong wu ta xia,"(4, 5]",1977,95,0,43,3,35,movie,0,False,True,False,4,43,['TW'],"Action,Drama",4.5,3
"Burn to Shine 03: Portland, OR","(7, 8]",2006,71,0,25,1,26,video,0,False,True,False,1,25,['US'],"Documentary,Music",7.5,0
Ninja: Shadow of Darkness,"(7, 8]",1998,28,0,39,2,15,videoGame,0,False,True,False,1,39,['GB'],"Action,Adventure,Fantasy",7.5,0
Kunnioittaen,"(5, 6]",1954,94,0,40,1,48,movie,0,False,True,False,1,40,['FI'],Comedy,5.5,0
Betrothal in a Monastery (The Duenna),"(8, 9]",1998,81,0,15,1,51,tvMovie,0,False,True,False,2,15,"['DE', 'JP']",Music,8.5,1
The Hairy Bikers' Comfort Food,"(8, 9]",2017,129,0,26,1,49,tvMiniSeries,1,True,True,False,1,27,['GB'],Reality-TV,8.5,2
Angels and Demons,"(7, 8]",2014,53,0,28,1,30,tvSeries,0,True,True,False,4,28,['US'],Fantasy,7.5,0
Christiana,"(4, 5]",1979,80,0,147,2,46,movie,0,False,True,False,2,147,['US'],"Adventure,Fantasy",4.5,1
"So Long, Mom","(7, 8]",1980,30,0,97,1,39,tvEpisode,0,False,True,False,1,97,['US'],Comedy,7.5,0
Extracurricular Activity,"(7, 8]",1984,25,0,96,25,37,tvEpisode,0,False,True,False,1,96,['US'],"Comedy,Family",7.5,0
The Last Days of World War II,"(7, 8]",1995,50,0,90,2,109,tvMovie,0,False,True,False,1,90,['US'],"Documentary,History,War",7.5,1
Waiting for the Wind,"(7, 8]",1991,24,0,62,1,55,tvMovie,0,False,True,False,1,62,['US'],Drama,7.5,4
The Love Punch,"(5, 6]",2013,94,0,16077,38,599,movie,1,False,True,False,30,16078,"['FR', 'GB', 'US']","Comedy,Romance",5.5,164
Playtime,"(2, 3]",2013,1,0,5,0,7,short,0,False,True,False,1,5,['US'],"Drama,Short",2.5,0
The Pizza Boy,"(7, 8]",2012,25,0,8,1,22,short,0,False,True,False,1,8,['US'],"Comedy,Short",7.5,0
Liu jai yim tam ji yau kau,"(4, 5]",1997,92,0,95,3,11,movie,0,False,True,False,5,95,['HK'],Drama,4.5,2
The Case of the Substitute Face,"(8, 9]",1958,52,0,403,13,48,tvEpisode,0,False,True,False,1,403,['US'],"Crime,Drama,Mystery",8.5,14
"Diners, Drive-Ins and Dives Tournament: Part 3","(6, 7]",2016,42,0,8,2,56,tvEpisode,0,False,True,False,1,8,['US'],"Game-Show,Reality-TV",6.5,0
Harold's Arrival to Ramsay Street,"(6, 7]",1987,30,0,11,0,26,tvEpisode,0,False,True,False,1,11,['AU'],"Drama,Romance",6.5,0
Bush Is a Pussy,"(8, 9]",1997,27,0,140,2,41,tvEpisode,0,False,True,False,1,140,['US'],Comedy,8.5,0
Dwie milosci,"(5, 6]",2002,88,0,36,1,53,tvMovie,0,False,True,False,2,36,"['PL', 'DE']","Drama,Romance",5.5,2
Kodoku: Mîtobôru mashin,"(5, 6]",2017,100,0,633,7,85,movie,1,False,True,False,7,633,['JP'],"Action,Comedy,Horror",5.5,33
Revenge of the Nail,"(6, 7]",2009,4,0,17,1,9,short,0,False,True,False,1,17,['US'],Short,6.5,0
Merry Christmas,"(6, 7]",2013,92,0,40,8,49,movie,0,False,True,False,3,40,['US'],"Comedy,Drama",6.5,3
Jue zhan Sha Ma Zhen,"(5, 6]",2010,104,1,182,230,32,movie,1,False,True,False,7,182,['CN'],"Adventure,Comedy,Western",5.5,4
Terrific Women,"(6, 7]",2017,53,0,11,1,40,tvSeries,4,True,True,False,1,11,['CA'],Comedy,6.5,0
The Adventures of Young Indiana Jones: Spring Break Adventure,"(6, 7]",1999,71,0,728,20,192,video,1,False,True,False,4,728,['US'],"Action,Adventure,History",6.5,12
Morro do Céu,"(7, 8]",2009,71,0,11,1,7,movie,0,False,True,False,1,11,['BR'],Documentary,7.5,1
Half Girlfriend 2,"(7, 8]",2016,92,0,16,47,14,movie,0,False,True,False,1,16,['IN'],Romance,7.5,0
There Be Ghosts,"(7, 8]",2016,40,0,352,5,106,tvEpisode,0,False,True,False,1,352,['US'],"Crime,Drama,Mystery",7.5,2
South Park (Not Suitable for Children),"(7, 8]",2023,46,0,4794,8,112,tvMovie,0,False,True,False,5,4818,['US'],"Animation,Comedy",7.5,18
Disneyland's 30th Anniversary Celebration,"(8, 9]",1985,120,0,73,1,26,tvSpecial,2,False,True,False,2,73,['US'],"Documentary,Family",8.5,0
Chew Toy,"(7, 8]",2022,40,0,264,2,181,tvEpisode,0,False,True,False,1,264,['US'],"Action,Adventure,Crime",7.5,6
Gudumba Shankar,"(5, 6]",2004,176,0,1170,7,62,movie,0,False,True,False,2,1170,['IN'],"Action,Comedy,Drama",5.5,5
Episode #1.13,"(8, 9]",2008,30,0,159,1,116,tvEpisode,0,False,True,False,7,159,['GB'],"Drama,Mystery,Romance",8.5,0
Meimon! Takonishi Ouendan,"(5, 6]",1987,92,0,6,1,15,movie,0,False,True,False,4,6,['JP'],"Action,Comedy,Drama",5.5,0
Bee at the Beach,"(6, 7]",1950,6,0,581,8,20,short,0,False,True,False,10,581,['US'],"Animation,Comedy,Family",6.5,7
Mil Gayee Manzil Mujhe,"(5, 6]",1989,92,0,18,1,19,movie,0,False,True,False,1,18,['IN'],"Action,Thriller",5.5,0
Les Dieux préfèrent les Hommes,"(6, 7]",2012,12,0,31,1,10,short,0,False,True,False,2,31,['FR'],Short,6.5,0
Ein Unding der Liebe,"(8, 9]",1988,207,0,47,2,31,tvMovie,0,False,True,False,3,47,['XWG'],Drama,8.5,2
Christmas Break,"(7, 8]",2011,20,0,207,3,99,tvEpisode,0,False,True,False,1,207,['US'],"Comedy,Romance",7.5,0
Sri Krishnarjuna Vijayam,"(6, 7]",1996,131,0,74,1,34,movie,0,False,True,False,1,74,['IN'],"Action,Drama,Fantasy",6.5,0
"Santa, Jr.","(5, 6]",2002,100,0,597,38,123,tvMovie,0,False,True,False,9,597,['US'],"Comedy,Fantasy,Romance",5.5,10
Stressati,"(5, 6]",1997,96,0,113,1,88,movie,0,False,True,False,2,113,['IT'],"Comedy,Drama",5.5,0
bestefreunde,"(6, 7]",2014,88,1,80,5,66,movie,1,False,True,False,1,80,['DE'],"Comedy,Drama",6.5,7
The Wrong Train Order,"(6, 7]",1915,14,0,28,1,7,short,0,False,True,False,2,28,['US'],"Short,Thriller",6.5,2
Ballada o bombere,"(5, 6]",2011,400,0,65,2,45,tvSeries,1,True,True,False,2,65,"['RU', 'UA']",War,5.5,1
Drunk on Cum: Part 2,"(6, 7]",2003,60,0,13,0,7,video,0,False,True,True,1,13,['US'],Adult,6.5,0
Lügen,"(7, 8]",2015,40,0,10,8,52,tvEpisode,0,False,True,False,1,10,['DE'],Crime,7.5,0
La preda,"(5, 6]",1974,92,0,45,3,39,movie,0,False,True,False,11,45,"['IT', 'CO']","Crime,Drama,Romance",5.5,1
The Starlost: Deception,"(5, 6]",1980,94,0,54,2,29,tvMovie,0,False,True,False,1,54,['CA'],Sci-Fi,5.5,5
Age of Indiscretion,"(6, 7]",1935,78,0,198,10,40,movie,0,False,True,False,12,198,['US'],"Drama,Romance",6.5,7
Are We Down-Hearted?,"(5, 6]",1911,13,0,20,0,9,short,0,False,True,False,1,20,['GB'],"Comedy,Short",5.5,2
Sometimes a Great Ocean,"(7, 8]",1973,40,0,80,1,29,tvEpisode,0,False,True,False,1,80,['US'],Comedy,7.5,2
An Aussie Goes Barmy,"(7, 8]",2006,53,0,22,1,11,tvSeries,1,True,True,False,1,22,['AU'],Reality-TV,7.5,0
Hurdang,"(5, 6]",2022,122,0,1117,5,122,movie,1,False,True,False,6,1120,['IN'],"Drama,Romance",5.5,44
Vater Philipp,"(8, 9]",1963,115,0,45,1,18,tvMovie,0,False,True,False,1,45,['XWG'],Comedy,8.5,0
Killing for a Living,"(7, 8]",1993,53,0,11,3,6,tvSeries,1,True,True,False,2,11,['GB'],Documentary,7.5,0
Birds of Prey,"(6, 7]",1973,81,0,415,7,39,tvMovie,0,False,True,False,17,415,['US'],"Action,Crime,Thriller",6.5,33
So Far So...,"(6, 7]",1992,2,0,6,0,1,short,0,False,True,False,1,6,['CA'],"Drama,Short",6.5,0
Come Back Peter,"(4, 5]",1952,92,0,69,1,36,movie,0,False,True,False,1,69,['GB'],Comedy,4.5,6
Flight of the Bumblebee,"(7, 8]",1995,23,0,521,13,81,tvEpisode,0,False,True,False,1,521,['US'],Comedy,7.5,1
Mayday!: Lost at Sea,"(7, 8]",2001,45,0,10,1,49,tvMovie,0,False,True,False,1,10,['US'],Documentary,7.5,0
Duistere middeleeuwen,"(7, 8]",2023,40,0,44,1,43,tvEpisode,0,False,True,False,1,44,['BE'],Documentary,7.5,0
Episode #1.3,"(8, 9]",2024,40,0,19,1,10,tvEpisode,0,False,True,False,7,19,['TH'],Drama,8.5,0
The Roxy,"(6, 7]",1987,25,0,13,1,221,tvSeries,0,True,True,False,1,13,['GB'],Music,6.5,0
Alex Joseph and His Wives,"(6, 7]",1977,100,0,41,1,70,movie,0,False,True,False,1,41,['US'],Drama,6.5,2
Pâté chinois,"(6, 7]",1997,92,0,24,1,11,movie,0,False,True,False,1,24,['CA'],Documentary,6.5,0
The Boy Who Loved Women,"(8, 9]",1988,23,0,63,1,29,tvEpisode,0,False,True,False,1,63,['US'],"Comedy,Family",8.5,0
SUGA with Lee Kang-in,"(8, 9]",2023,36,0,32,5,2,tvEpisode,0,False,True,False,1,32,['KR'],Talk-Show,8.5,0
Bosom Buddies,"(6, 7]",1980,30,0,4738,27,263,tvSeries,0,True,True,False,17,4739,['US'],Comedy,6.5,31
Drug Wars: Silver or Lead,"(7, 8]",2008,83,0,36,2,16,movie,0,False,True,False,3,36,"['US', 'MX']","Documentary,War",7.5,0
Hazatérés,"(5, 6]",2012,8,0,11,1,9,short,0,False,True,False,1,11,['HU'],"Drama,Short",5.5,0
The Show,"(6, 7]",1995,92,0,387,7,70,movie,0,False,True,False,3,387,['US'],"Documentary,Music",6.5,8
Episode #1.15,"(8, 9]",2022,40,0,7,0,20,tvEpisode,0,False,True,False,7,7,['KR'],"Drama,History",8.5,0
The Top Seven Finalists Perform,"(4, 5]",2008,40,0,49,0,54,tvEpisode,0,False,True,False,1,49,['US'],"Documentary,Game-Show,Music",4.5,0
Dead Man's Dream,"(7, 8]",2002,100,0,18,0,19,movie,0,False,True,False,1,18,['GB'],"Drama,Mystery",7.5,2
Frank Lampard: Coming Home,"(8, 9]",2020,13,0,12,3,14,tvMiniSeries,0,True,True,False,1,12,['GB'],Documentary,8.5,0
All-Time Great TV Censored Bloopers,"(7, 8]",1985,60,0,7,0,10,tvMovie,0,False,True,False,1,7,['US'],Comedy,7.5,0
The Killer Inside: The Ruth Finley Story,"(6, 7]",2024,86,0,206,3,65,tvMovie,0,False,True,False,1,208,['CA'],"Drama,Thriller",6.5,8
The Young Dragon,"(8, 9]",1979,91,0,18,2,34,movie,0,False,True,False,3,18,['HK'],"Action,Drama",8.5,0
Talking Dolls,"(7, 8]",2017,120,0,15,7,30,movie,1,False,True,False,2,15,['GB'],"Drama,Romance,Thriller",7.5,0
A Week of Dressing Dangerously,"(8, 9]",2005,25,0,9,0,10,tvSeries,0,True,True,False,2,9,['GB'],Reality-TV,8.5,2
The Diary of Anne Frank Part II,"(6, 7]",1998,30,0,77,1,2,short,0,False,True,False,1,77,['US'],Short,6.5,0
Della,"(5, 6]",1965,65,0,634,1,39,movie,0,False,True,False,2,634,['US'],Drama,5.5,21
Spotlight 2,"(7, 8]",2016,13,0,14,5,86,short,0,False,True,False,1,14,['US'],"Action,Crime,Short",7.5,1
The Pen Pal,"(8, 9]",1988,23,0,73,0,53,tvEpisode,0,False,True,False,1,73,['US'],"Comedy,Family",8.5,0
Verdict for Terror,"(8, 9]",1967,60,0,11,0,38,tvEpisode,0,False,True,False,1,11,['US'],"Adventure,Comedy,Crime",8.5,0
Luna wa mita!? Aidoru yaten no sugao,"(8, 9]",1996,23,0,98,5,61,tvEpisode,0,False,True,False,1,98,['JP'],"Action,Adventure,Animation",8.5,0
Seraa fil jebel,"(7, 8]",1961,92,0,10,1,14,movie,0,False,True,False,2,10,['EG'],"Drama,Romance,Thriller",7.5,0
Le thaumaturge chinois,"(5, 6]",1904,3,0,860,6,2,short,0,False,True,False,7,862,['FR'],"Fantasy,Short",5.5,10
Willie's Sister,"(4, 5]",1912,13,0,19,0,6,short,0,False,True,False,1,19,['US'],"Comedy,Romance,Short",4.5,1
Resia Boroboedoer,"(6, 7]",1928,92,0,13,0,1,movie,0,False,True,False,1,13,['ID'],Adventure,6.5,0
Nova Rex: Ain't Easy Being Cheesy,"(7, 8]",2011,70,0,9,1,15,movie,0,False,True,False,2,9,['US'],Documentary,7.5,1
Swieto,"(5, 6]",1975,10,0,42,0,1,short,0,False,True,False,4,42,['PL'],Short,5.5,0
Episode #6.4,"(8, 9]",1994,21,0,12,0,38,tvEpisode,0,False,True,False,7,12,['GB'],"Comedy,Game-Show",8.5,0
Emily Is Away <3,"(7, 8]",2021,28,0,25,1,2,videoGame,0,False,True,False,1,25,['US'],"Adventure,Drama,Romance",7.5,0
Chrissie,"(7, 8]",1985,50,0,38,1,53,tvEpisode,0,False,True,False,1,38,"['GB', 'AU']","Crime,Drama,Mystery",7.5,1
Doctor Syn,"(6, 7]",1937,92,0,307,73,33,movie,0,False,True,False,3,307,['GB'],"Adventure,Drama",6.5,24
Ensign Ro,"(7, 8]",1991,46,0,3495,26,127,tvEpisode,0,False,True,False,1,3499,['US'],"Action,Adventure,Drama",7.5,25
The Heart of Cavora,"(8, 9]",2014,22,0,43,1,86,tvEpisode,0,False,True,False,1,43,"['DK', 'IN']","Action,Adventure,Animation",8.5,0
Guide to Style,"(6, 7]",2007,53,0,133,55,192,tvSeries,0,True,True,False,7,133,"['GB', 'US']",Reality-TV,6.5,1
Path of Destruction,"(6, 7]",1966,49,0,135,2,46,tvEpisode,0,False,True,False,1,135,['GB'],"Action,Adventure,Family",6.5,2
Kanggooiyagi,"(8, 9]",2014,81,0,13,1,7,tvMovie,0,False,True,False,3,13,['KR'],Romance,8.5,1
Project: User,"(9, 10]",2014,73,0,8,0,40,movie,0,False,True,False,1,8,['US'],Drama,9.5,1
Stamatiste to tragoudi,"(8, 9]",2014,13,0,148,1,4,short,0,False,True,False,1,148,['GR'],"Comedy,Short",8.5,0
"Gomez, the Reluctant Lover","(7, 8]",1965,25,0,228,25,44,tvEpisode,0,False,True,False,1,229,['US'],"Comedy,Family,Horror",7.5,1
Soneto do Desmantelo Blue,"(6, 7]",1993,9,1,14,1,32,short,0,False,True,False,1,14,['BR'],"Drama,Short",6.5,0
"Saarbrücken, an einem Montag...","(6, 7]",1970,40,0,98,11,31,tvEpisode,0,False,True,False,1,98,['XWG'],"Crime,Drama,Mystery",6.5,1
The Arrival,"(6, 7]",2016,13,0,90,2,32,short,0,False,True,False,1,90,['GB'],"Drama,Short",6.5,0
Humor mod AIDS,"(8, 9]",2005,30,0,11,0,14,tvMovie,0,False,True,False,1,11,['DK'],"Comedy,Documentary",8.5,0
Mundos cósmicos,"(7, 8]",2023,78,0,11,5,63,movie,2,False,True,False,1,11,['MX'],Drama,7.5,0
Ball im Savoy,"(5, 6]",1955,96,0,28,5,28,movie,0,False,True,False,7,28,['XWG'],"Comedy,Musical",5.5,0
Love Don't Live Here Anymore: Part 1,"(8, 9]",1997,40,0,34,0,51,tvEpisode,0,False,True,False,1,34,['US'],Comedy,8.5,0
En aften med Victor Borge,"(6, 7]",1971,82,0,15,0,1,tvSpecial,0,False,True,False,2,15,['DK'],"Comedy,Documentary,Music",6.5,0
The Plague,"(7, 8]",1966,25,0,567,1,54,tvEpisode,0,False,True,False,1,567,['GB'],"Adventure,Drama,Family",7.5,2
Episode #1.1146,"(6, 7]",1970,30,0,20,1,32,tvEpisode,0,False,True,False,7,20,['US'],"Drama,Fantasy,Horror",6.5,1
Allah Yazdiysa Bozsun,"(4, 5]",2022,105,0,378,3,34,movie,0,False,True,False,1,380,['TR'],Comedy,4.5,2
Episode #1.183,"(6, 7]",1999,60,0,11,1,23,tvEpisode,0,False,True,False,7,11,['AR'],"Comedy,Drama,Romance",6.5,0
Havana,"(8, 9]",1990,90,0,24,0,6,movie,0,False,True,False,2,24,['GB'],Documentary,8.5,2
I Fought the Fae (and the Fae Won),"(7, 8]",2011,45,0,340,15,160,tvEpisode,0,False,True,False,1,341,['CA'],"Action,Drama,Fantasy",7.5,0
Second Time Around,"(6, 7]",1993,40,0,12,1,25,tvEpisode,0,False,True,False,1,12,['US'],"Comedy,Drama",6.5,0
Rifftrax Live: Amityville 4 - The Evil Escapes,"(8, 9]",2021,120,0,41,7,6,movie,0,False,True,False,1,41,['US'],"Comedy,Horror",8.5,0
Fate/Zero Remix,"(7, 8]",2012,24,0,34,1,14,tvSeries,0,True,True,False,1,34,['JP'],"Action,Animation,Fantasy",7.5,0
The Longest Kiss,"(7, 8]",1974,25,0,206,2,42,tvEpisode,0,False,True,False,1,206,['US'],"Comedy,Drama",7.5,4
Si shi tong tang,"(7, 8]",1985,53,4,21,2,12,tvSeries,0,True,True,False,3,21,['CN'],"Drama,Family",7.5,0
You Seng,"(6, 7]",1993,92,7,393,16,57,movie,13,False,True,False,14,393,['HK'],"Action,Adventure,Drama",6.5,16
Sharkey-McCoy Fight Reproduced in 10 Rounds,"(3, 4]",1899,92,0,34,0,1,movie,0,False,True,False,2,34,['US'],"Documentary,News,Sport",3.5,0
River of Gold,"(7, 8]",2016,63,1,15,4,58,movie,0,False,True,False,2,15,['US'],Documentary,7.5,0
Van életünk,"(1, 2]",2021,53,0,15,1,29,tvSeries,0,True,True,False,1,15,['HU'],Reality-TV,1.5,0
Egy örült éjszaka,"(6, 7]",1970,78,0,70,44,43,movie,0,False,True,False,6,70,['HU'],Comedy,6.5,0
Bulldog Drummond,"(7, 8]",1922,92,0,39,3,25,movie,0,False,True,False,2,39,"['GB', 'NL']","Action,Adventure,Crime",7.5,1
Dinner Party Wars,"(6, 7]",2010,53,0,38,1,43,tvSeries,0,True,True,False,1,38,['CA'],Reality-TV,6.5,2
Chôjû sentai Raibuman,"(7, 8]",1988,53,0,207,1,37,tvSeries,0,True,True,False,8,207,['JP'],"Action,Adventure,Drama",7.5,7
Toxic,"(5, 6]",2004,103,0,16,0,22,video,0,False,True,True,3,16,['ES'],Adult,5.5,0
Frisk 'em,"(7, 8]",1998,29,0,9,7,52,tvEpisode,0,False,True,False,1,9,['GB'],"Comedy,Crime",7.5,0
El gendarme desconocido,"(7, 8]",1941,108,0,321,8,59,movie,0,False,True,False,10,321,['MX'],"Comedy,Crime,Drama",7.5,4
The Bird and the Bee,"(8, 9]",2016,22,0,27,2,120,tvEpisode,0,False,True,False,1,27,['GB'],"Comedy,Fantasy",8.5,0
The Life You Save,"(7, 8]",1981,25,0,513,4,57,tvEpisode,0,False,True,False,1,514,['US'],"Comedy,Drama,War",7.5,5
Higher Anxiety,"(7, 8]",1993,23,0,122,1,68,tvEpisode,0,False,True,False,1,122,['US'],"Adventure,Comedy,Drama",7.5,1
Norm and Cliff's Excellent Adventure,"(7, 8]",1990,30,0,446,4,119,tvEpisode,0,False,True,False,1,446,['US'],"Comedy,Drama",7.5,3
Young Playthings,"(4, 5]",1972,105,0,159,1,25,movie,0,False,True,False,6,159,['SE'],Drama,4.5,7
A Christmas Carol,"(3, 4]",1979,92,0,28,0,24,movie,0,False,True,False,2,28,['US'],Musical,3.5,0
Beauty on Parade,"(5, 6]",1950,66,0,22,2,65,movie,0,False,True,False,5,22,['US'],"Adventure,Drama,Romance",5.5,0
"Stacey & Ash (NSW, Group 1)","(5, 6]",2019,40,0,8,1,36,tvEpisode,0,False,True,False,1,8,['AU'],Reality-TV,5.5,0
Episode #5.6,"(8, 9]",2020,70,0,51,2,47,tvEpisode,0,False,True,False,7,51,['AU'],"Adventure,Game-Show,Reality-TV",8.5,0
Money Calling,"(7, 8]",2024,92,0,11,16,27,movie,0,False,True,False,1,11,['US'],Drama,7.5,0
Out of the Past,"(7, 8]",2012,40,0,147,7,84,tvEpisode,0,False,True,False,1,148,['US'],"Action,Adventure,Animation",7.5,2
Sons of the Sea,"(1, 2]",1925,92,0,15,0,5,movie,0,False,True,False,1,15,['GB'],Adventure,1.5,1
Turtle's Progress,"(8, 9]",1979,60,0,64,1,148,tvSeries,0,True,True,False,1,64,['GB'],Comedy,8.5,7
The Crackling Glade,"(6, 7]",2013,21,0,81,0,20,short,0,False,True,False,1,81,['GB'],"Short,War",6.5,0
The Big Thing,"(7, 8]",1984,40,0,28,2,14,tvEpisode,0,False,True,False,1,28,['GB'],"Adventure,Animation,Comedy",7.5,0
Dark Secrets,"(4, 5]",1992,73,0,24,1,15,movie,0,False,True,False,3,24,['US'],Thriller,4.5,1
Cross Wars,"(2, 3]",2017,98,0,672,20,245,movie,0,False,True,False,13,671,['US'],"Action,Fantasy",2.5,20
Mysteries of the Wax Museum,"(6, 7]",1990,40,0,24,1,26,tvEpisode,0,False,True,False,1,24,['GB'],"Animation,Comedy,Family",6.5,2
Kojiro tsubamegaeshi,"(7, 8]",1961,80,0,11,1,8,movie,0,False,True,False,4,11,['JP'],"Action,Drama,History",7.5,2
